Date,DRI_pellet,Pellet_size,Fe,S,C,Metallization,Slag,Waste_powder,Porosity
01/01/2015 17:00,0.900362317,12.80082348,0.722500182,0.0008,0.003064802,0.935620924,0.105331116,3.04124804,0.124673233
01/01/2015 17:30,0.905397905,18.05204574,0.715856788,0.002661167,0.003102636,0.924057294,0.1051325,5.24955308,0.08420053
01/01/2015 18:00,0.91801863,13.16092326,0.721127667,0.002150661,0.001464429,0.940683129,0.104843682,3.231943801,0.14239095
01/01/2015 18:30,0.910930737,14.12375826,0.720195579,0.002368159,0.001267166,0.92694968,0.104715474,3.581569458,0.094323881
01/01/2015 19:00,0.906831399,17.68248556,0.717063495,0.003237697,0.001267754,0.922705438,0.104524269,5.056564778,0.079469032
01/01/2015 19:30,0.928752356,12.73539023,0.72522858,0.003476263,0.00157696,0.937285947,0.104203336,2.955629545,0.130500813
01/01/2015 20:00,0.924336865,17.97445877,0.717242081,0.003788888,0.002717374,0.946209766,0.103874671,5.247794375,0.16173418
01/01/2015 20:30,0.921999061,22.97503702,0.713426786,0.003943232,0.001,0.934903653,0.103502477,7.350902616,0.122162786
01/01/2015 21:00,0.92268551,17.65343263,0.717882779,0.002261233,0.00350941,0.939168383,0.103136858,5.074624978,0.137089341
01/01/2015 21:30,0.940041691,14.02970075,0.722282494,0.004493049,0.003177973,0.918578589,0.102711983,3.459442803,0.065025062
01/01/2015 22:00,0.919156851,18.03650636,0.717488656,0.0008,0.003056983,0.938254132,0.102221203,5.235768527,0.133889461
01/01/2015 22:30,0.932790339,11.6997804,0.72820909,0.002298014,0.005,0.920012395,0.10188233,2.43677543,0.070043383
01/01/2015 23:00,0.915774241,7.489761527,0.747732814,0.002385331,0.003287148,0.92603379,0.101573654,0.617984849,0.091118266
01/01/2015 23:30,0.908500556,10.48183049,0.733885731,0.002626644,0.003839386,0.928192578,0.101033205,1.899490059,0.098674022
02/01/2015 00:00,0.926237851,13.34558258,0.727088058,0.002422779,0.004019897,0.926719211,0.100502189,3.102771377,0.093517237
02/01/2015 00:30,0.918560781,16.8254153,0.721371701,0.002634678,0.00150405,0.916297987,0.099901594,4.555824158,0.057042955
02/01/2015 01:00,0.911124326,14.16072312,0.725815046,0.004216351,0.002233647,0.937153732,0.099330688,3.479413558,0.130038063
02/01/2015 01:30,0.934303433,17.88101411,0.720020416,0.0008,0.004625633,0.928304447,0.098760549,5.052089104,0.099065565
02/01/2015 02:00,0.91439602,22.92651242,0.715263635,0.002125838,0.005,0.931014235,0.09816862,7.235271075,0.108549821
02/01/2015 02:30,0.916731479,20.99017954,0.716537538,0.003061838,0.003324574,0.936245494,0.097641423,6.430580457,0.126859229
02/01/2015 03:00,0.923553962,18.85297622,0.718418773,0.003665491,0.001384839,0.933883521,0.097252143,5.507937334,0.118592322
02/01/2015 03:30,0.939659406,21.65259416,0.715274004,0.004253871,0.00185716,0.928304657,0.096827766,6.718219793,0.099066301
02/01/2015 04:00,0.926374809,26.74540986,0.711921177,0.0008,0.001697462,0.92769646,0.096432085,8.919464659,0.096937611
02/01/2015 04:30,0.928592678,24.37051929,0.712302179,0.001175684,0.001940983,0.924800862,0.09611392,7.93002054,0.086803016
02/01/2015 05:00,0.921453751,23.21717953,0.713312411,0.003384679,0.003411652,0.92717201,0.095916116,7.426325103,0.095102036
02/01/2015 05:30,0.927826816,14.46272258,0.722614285,0.0008,0.004899121,0.92788166,0.095828872,3.649306456,0.097585809
02/01/2015 06:00,0.921797172,16.96910403,0.718795074,0.002738697,0.004038065,0.931304675,0.095875768,4.748170058,0.109566364
02/01/2015 06:30,0.915500686,22.22255431,0.714374537,0.003111275,0.003017424,0.921343898,0.095986292,6.95985705,0.074703644
02/01/2015 07:00,0.935477519,18.94144424,0.716785027,0.003045081,0.002858038,0.923261427,0.096210352,5.565528658,0.081414993
02/01/2015 07:30,0.910426194,16.04594301,0.720512598,0.003870155,0.002858115,0.923249412,0.09644632,4.305606821,0.081372943
02/01/2015 08:00,0.931305353,11.13636818,0.729084374,0.003875233,0.002584628,0.928544001,0.096847254,2.237993185,0.099904002
02/01/2015 08:30,0.931955289,12.65331006,0.725134471,0.00352865,0.001027011,0.930817034,0.097426806,2.904154512,0.10785962
02/01/2015 09:00,0.910786578,16.58406978,0.718070266,0.00087311,0.002936791,0.929283807,0.098033909,4.613753575,0.102493323
02/01/2015 09:30,0.937472749,12.85959165,0.723497799,0.005,0.002305677,0.913816272,0.098728019,2.962961253,0.048356951
02/01/2015 10:00,0.988900606,11.16252345,0.72663932,0.004317345,0.002856984,0.934368287,0.099364495,2.319614476,0.120289005
02/01/2015 10:30,0.926332576,14.75615665,0.719617588,0.00435308,0.005,0.938671911,0.099995834,3.884748121,0.135351687
02/01/2015 11:00,0.912193857,17.61942858,0.716119358,0.001382539,0.001,0.926870131,0.100517015,5.07865583,0.094045459
02/01/2015 11:30,0.92917874,11.4671836,0.724659882,0.003772754,0.001,0.930795258,0.100997127,2.464828373,0.107783404
02/01/2015 12:00,0.906601921,11.13535102,0.725490315,0.003625041,0.003345182,0.929524602,0.101518545,2.316709661,0.103336108
02/01/2015 12:30,0.930720455,11.9906425,0.723605605,0.001427473,0.001688313,0.92608255,0.102115731,2.671334124,0.091288925
02/01/2015 13:00,0.930269155,12.92295419,0.721407511,0.004923597,0.003792729,0.920285396,0.102668748,3.061573456,0.070998885
02/01/2015 13:30,0.937144026,11.77042447,0.724240581,0.003002529,0.004113452,0.922713462,0.103285112,2.561164536,0.079497116
02/01/2015 14:00,0.91063569,7.471732418,0.737711815,0.002799337,0.002643109,0.94201635,0.103825408,0.803578506,0.147057224
02/01/2015 14:30,0.903140305,10.08673089,0.726994977,0.002285748,0.004712651,0.93258987,0.104343199,1.901887415,0.114064546
02/01/2015 15:00,0.913635331,10.81705053,0.725601124,0.003159791,0.002619329,0.917093243,0.104917289,2.150484991,0.059826351
02/01/2015 15:30,0.908422279,14.89682476,0.718840323,0.002073332,0.003517912,0.91767513,0.105400257,3.888451013,0.061862956
02/01/2015 16:00,0.892657027,19.88010121,0.714798228,0.000861929,0.001,0.944888834,0.105948747,6.089195616,0.15711092
02/01/2015 16:30,0.924698803,19.50995335,0.716352269,0.001341875,0.004005848,0.938085452,0.106384626,5.858484364,0.133299081
02/01/2015 17:00,0.940657954,21.84443478,0.714639126,0.005,0.004021621,0.928891317,0.106425341,6.823769637,0.10111961
02/01/2015 17:30,0.909082291,19.042063,0.716860172,0.002327068,0.002883661,0.9298902,0.106403751,5.625700908,0.104615699
02/01/2015 18:00,0.924709233,17.67339179,0.718671743,0.003829289,0.002670171,0.940927552,0.106274488,5.061599,0.143246431
02/01/2015 18:30,0.927670211,15.26921524,0.722165386,0.004330833,0.001963149,0.921847752,0.106171431,3.950906154,0.076467131
02/01/2015 19:00,0.903741244,18.46892305,0.718376126,0.004010599,0.004259149,0.918587415,0.106071706,5.305399087,0.065055954
02/01/2015 19:30,0.935852544,14.90225734,0.723932577,0.001579866,0.002052844,0.929434971,0.105949788,3.785910426,0.103022399
02/01/2015 20:00,0.938083022,15.4318416,0.723379916,0.00317745,0.003377589,0.916593462,0.105982652,3.95920491,0.058077116
02/01/2015 20:30,0.917745709,15.45258269,0.723342509,0.002423972,0.004637018,0.923826768,0.10597883,3.993557559,0.083393687
02/01/2015 21:00,0.913049954,16.18085286,0.722450769,0.003648012,0.004052831,0.920606895,0.105978033,4.288441518,0.072124133
02/01/2015 21:30,0.912100592,14.17495454,0.726084552,0.004354209,0.00295587,0.94111798,0.105962883,3.491415524,0.143912929
02/01/2015 22:00,0.915184042,18.05600228,0.721034042,0.004371482,0.002886888,0.917056177,0.105971048,5.045510981,0.05969662
02/01/2015 22:30,0.925330864,18.16190269,0.720583607,0.003695572,0.001,0.915456221,0.10604931,5.096629092,0.054096773
02/01/2015 23:00,0.933383491,9.700766802,0.74038959,0.004597047,0.002754584,0.93599845,0.106206975,1.527474123,0.125994575
02/01/2015 23:30,0.930278714,14.00881798,0.726912024,0.004280496,0.003017288,0.928774141,0.106402361,3.363574356,0.100709492
03/01/2015 00:00,0.936844612,8.076954951,0.746627302,0.002805485,0.003934631,0.924215393,0.106445097,0.825719635,0.084753876
03/01/2015 00:30,0.917211815,7.50331731,0.751517138,0.001364022,0.002021335,0.929887048,0.106577506,0.58551384,0.104604667
03/01/2015 01:00,0.917103692,9.824491597,0.737154002,0.004148689,0.001,0.928336341,0.106704482,1.602282777,0.099177194
03/01/2015 01:30,0.939541355,13.88616087,0.722812278,0.003858275,0.004786621,0.93007889,0.106927375,3.430411585,0.105276114
03/01/2015 02:00,0.914612011,17.88911699,0.716981355,0.003783679,0.004075791,0.928833999,0.107418797,5.162404779,0.100918997
03/01/2015 02:30,0.924852358,12.99028746,0.724973879,0.003739774,0.003747675,0.929192599,0.107973044,3.030170079,0.102174095
03/01/2015 03:00,0.982362099,12.77068521,0.725934192,0.00305131,0.001942391,0.940309358,0.108699749,2.962467663,0.141082754
03/01/2015 03:30,0.919753681,16.67515724,0.719663249,0.002824302,0.002897962,0.919371742,0.109459194,4.563421655,0.067801096
03/01/2015 04:00,0.929493473,16.93333429,0.719352106,0.001515393,0.002315847,0.919278391,0.110245713,4.673842207,0.067474368
03/01/2015 04:30,0.913033825,21.23380914,0.715230748,0.003421203,0.002566749,0.936681178,0.111004912,6.582629065,0.128384124
03/01/2015 05:00,0.93591704,11.42588284,0.72815497,0.002122392,0.003897416,0.923963763,0.111542894,2.34954407,0.08387317
03/01/2015 05:30,0.93696427,14.93686795,0.722362094,0.001511436,0.003129909,0.920877912,0.112201295,3.81401726,0.073072693
03/01/2015 06:00,0.900052271,20.18268181,0.716261484,0.000951132,0.00277661,0.945129734,0.112827545,6.153084775,0.157954068
03/01/2015 06:30,0.928504229,19.76639567,0.716419775,0.003643581,0.003081956,0.915001481,0.113520492,5.876631674,0.052505185
03/01/2015 07:00,0.920381183,12.68194426,0.726108814,0.002447824,0.002099508,0.91688229,0.11425748,2.842768773,0.059088014
03/01/2015 07:30,0.915570337,15.80638375,0.721172216,0.002733576,0.001595819,0.93448371,0.114988727,4.231936392,0.120692984
03/01/2015 08:00,0.922733987,20.17346139,0.716896211,0.004331866,0.001912651,0.922980267,0.115770695,6.046972335,0.080430935
03/01/2015 08:30,0.916868085,21.87863114,0.715924365,0.005,0.002542539,0.921055338,0.116491187,6.755038174,0.073693683
03/01/2015 09:00,0.903567361,20.70523269,0.717087816,0.001553539,0.001861126,0.926673383,0.117139181,6.262178643,0.09335684
03/01/2015 09:30,0.933357212,14.07837349,0.724842608,0.002070048,0.002203243,0.916653141,0.117832524,3.402575202,0.058285994
03/01/2015 10:00,0.916152362,19.33220237,0.718064279,0.004577599,0.004067516,0.920276025,0.118565969,5.661426421,0.070966089
03/01/2015 10:30,0.932692405,23.78768032,0.714539913,0.002526467,0.003215293,0.920593208,0.119365834,7.575300828,0.072076229
03/01/2015 11:00,0.93986669,11.27365552,0.731789423,0.005,0.004072948,0.926600067,0.120160236,2.225045245,0.093100236
03/01/2015 11:30,0.923791102,8.18682451,0.741615423,0.005,0.001739688,0.934275752,0.120904948,0.972318423,0.119965133
03/01/2015 12:00,0.907490896,6.59917595,0.753348265,0.0008,0.001815542,0.937386453,0.121524098,0.291471088,0.130852586
03/01/2015 12:30,0.986362324,10.752038,0.731401677,0.00230664,0.002483399,0.947512294,0.121980137,2.114847515,0.166293028
03/01/2015 13:00,0.905541159,8.458532361,0.7414671,0.001750385,0.004842384,0.931723644,0.122464638,1.060332732,0.111032753
03/01/2015 13:30,0.915735839,11.84182154,0.728518858,0.003526734,0.002369599,0.932283065,0.122930156,2.525822589,0.112990727
03/01/2015 14:00,0.919265066,16.69231899,0.719857596,0.002220344,0.001427215,0.936737453,0.123474757,4.624624727,0.128581084
03/01/2015 14:30,0.948710636,19.33388891,0.716142308,0.004341487,0.00107346,0.928412355,0.123888171,5.762826657,0.099443243
03/01/2015 15:00,0.917459429,11.16726298,0.729204552,0.002505627,0.002056629,0.938397016,0.124273988,2.281434398,0.134389555
03/01/2015 15:30,0.940312617,14.34729155,0.723608913,0.004577125,0.005,0.933333333,0.124581082,3.596786443,0.116666667
03/01/2015 16:00,0.893445488,14.96716361,0.721664107,0.0008,0.002410511,0.940862774,0.124902345,3.915648288,0.14301971
03/01/2015 16:30,0.940365951,14.30635293,0.722508305,0.002327165,0.001691085,0.929014829,0.125093529,3.596151884,0.101551903
03/01/2015 17:00,0.92937746,16.61530992,0.718783773,0.002858109,0.002977955,0.914742688,0.125217695,4.552156243,0.051599409
03/01/2015 17:30,0.906417672,9.362014154,0.732794851,0.002520347,0.003586561,0.921934373,0.125320588,1.490520262,0.076770306
03/01/2015 18:00,0.921745185,14.60576347,0.72035576,0.00275083,0.00266312,0.934875508,0.125555684,3.792064916,0.122064277
03/01/2015 18:30,0.911144563,15.94038123,0.717940236,0.001252398,0.003691447,0.938161296,0.125660257,4.396119468,0.133564535
03/01/2015 19:00,0.932061043,10.12596718,0.727799799,0.001863143,0.001520975,0.935364149,0.125652188,1.910929043,0.12377452
03/01/2015 19:30,0.928520281,14.91136844,0.718936663,0.003697158,0.004182033,0.92497233,0.125458062,3.916899959,0.087403156
03/01/2015 20:00,0.907335816,13.31268272,0.720957606,0.003188096,0.005,0.941632614,0.125123658,3.298309558,0.145714149
03/01/2015 20:30,0.923212354,13.81384177,0.720837714,0.005,0.001898784,0.915984326,0.124781979,3.405698046,0.055945142
03/01/2015 21:00,0.904357344,17.88881776,0.715674213,0.001797256,0.002808197,0.918180522,0.124514046,5.170569726,0.063631826
03/01/2015 21:30,0.991764607,15.53406068,0.718014398,0.002729853,0.003042045,0.924048907,0.124375766,4.184858673,0.084171176
03/01/2015 22:00,0.903791938,12.14161112,0.722154352,0.001594891,0.002164988,0.925321756,0.124194898,2.760056565,0.088626146
03/01/2015 22:30,0.915693862,15.12584264,0.718350507,0.004421807,0.003695955,0.927044665,0.124005448,4.025167786,0.094656327
03/01/2015 23:00,0.914433266,19.72333471,0.715263294,0.002202171,0.004482581,0.929239489,0.123688712,5.953932712,0.102338211
03/01/2015 23:30,0.922965835,19.7301849,0.715320958,0.001636543,0.004179582,0.926133932,0.12324224,5.943566578,0.091468761
04/01/2015 00:00,0.906663681,17.8728811,0.717214277,0.004229279,0.001,0.935841221,0.122698632,5.172425579,0.125444275
04/01/2015 00:30,0.920682637,8.972197446,0.733624095,0.003716308,0.001,0.931213196,0.122115431,1.36701434,0.109246186
04/01/2015 01:00,0.920326873,12.51920824,0.724427717,0.002380693,0.004349239,0.934188555,0.121455412,2.88196639,0.119659941
04/01/2015 01:30,0.9189768,15.77998704,0.719329207,0.00232193,0.002646295,0.927793912,0.120821767,4.254378163,0.097278693
04/01/2015 02:00,0.917684205,20.26111945,0.714814667,0.002684944,0.001977163,0.926546577,0.120108176,6.17637067,0.092913021
04/01/2015 02:30,0.914313633,15.0577741,0.720933895,0.004533138,0.00265453,0.923096289,0.119361653,3.909546684,0.080837012
04/01/2015 03:00,0.905401548,15.03615341,0.72098122,0.004210463,0.002694979,0.930757673,0.118501225,3.926623363,0.107651856
04/01/2015 03:30,0.915967317,8.297087738,0.739900981,0.002757121,0.005,0.938606398,0.117754739,1.051815885,0.135122393
04/01/2015 04:00,0.907865512,10.86615143,0.730786549,0.002232265,0.002289242,0.944944112,0.116880324,2.16027097,0.157304391
04/01/2015 04:30,0.928030635,12.20481121,0.726576197,0.002521198,0.003772395,0.936699338,0.11598981,2.721339535,0.128447682
04/01/2015 05:00,0.909844132,15.3194556,0.720784771,0.003449477,0.001036134,0.943663117,0.115161096,4.087221126,0.152820908
04/01/2015 05:30,0.92788223,19.04967829,0.716148983,0.00311276,0.005,0.915041792,0.114357292,5.603129031,0.052646273
04/01/2015 06:00,0.915343847,16.24475677,0.718335341,0.002836592,0.003565434,0.95,0.113466868,4.544690606,0.175
04/01/2015 06:30,0.928253361,11.00238548,0.727091794,0.004243733,0.001,0.933084317,0.112552908,2.245454267,0.115795111
04/01/2015 07:00,0.904724601,13.11029656,0.722550522,0.004598249,0.003908927,0.93799153,0.111636163,3.167144204,0.132970354
04/01/2015 07:30,0.927985627,12.79088647,0.72233286,0.001962035,0.002825456,0.929080425,0.110816574,3.018640539,0.101781488
04/01/2015 08:00,0.917559877,11.06926122,0.724240537,0.00467916,0.0023553,0.929953852,0.110122099,2.319534249,0.104838482
04/01/2015 08:30,0.915209368,13.74413217,0.71927459,0.002879393,0.001,0.933385706,0.109611255,3.481042167,0.116849972
04/01/2015 09:00,0.924481393,10.36327963,0.724313619,0.004348947,0.001673509,0.929811483,0.109285723,2.048784936,0.104340191
04/01/2015 09:30,0.916930769,13.90850598,0.717695596,0.003722017,0.002753218,0.922371788,0.109063735,3.549189629,0.078301258
04/01/2015 10:00,0.937394972,16.66403331,0.714066418,0.002090526,0.001544495,0.925284627,0.108767002,4.761274264,0.088496196
04/01/2015 10:30,0.910705192,13.42589452,0.718005986,0.002315473,0.004271194,0.929167248,0.108504386,3.375052383,0.102085367
04/01/2015 11:00,0.938523076,17.5560596,0.713305082,0.003060368,0.002871122,0.924919368,0.108262096,5.143431457,0.087217788
04/01/2015 11:30,0.918942611,20.40764905,0.710929853,0.004328656,0.004743726,0.917910708,0.108058219,6.360611772,0.062687477
04/01/2015 12:00,0.921715658,9.544905706,0.724394412,0.004714561,0.002418623,0.932511072,0.10800304,1.745276386,0.113788752
04/01/2015 12:30,0.90556901,14.79427972,0.715515491,0.002795675,0.004477187,0.923044618,0.107828599,3.96276978,0.080656163
04/01/2015 13:00,0.91519669,13.05120801,0.718437207,0.003126394,0.003513516,0.923772248,0.107759256,3.198103024,0.083202867
04/01/2015 13:30,0.937408291,10.21648059,0.723597816,0.004631217,0.002633284,0.924169088,0.107678138,1.987115409,0.084591809
04/01/2015 14:00,0.921558932,11.13997022,0.721805365,0.0008,0.004161553,0.91694083,0.107642789,2.352804842,0.059292904
04/01/2015 14:30,0.902197341,16.15477179,0.715014516,0.003244672,0.003399364,0.934171838,0.107596606,4.558457347,0.119601432
04/01/2015 15:00,0.919572141,17.31937935,0.714329366,0.002626393,0.002745021,0.922281159,0.107504041,5.004254095,0.077984058
04/01/2015 15:30,0.910566816,9.685758151,0.727398183,0.002931634,0.002409686,0.936140286,0.107335498,1.756353339,0.126491
04/01/2015 16:00,0.929545478,12.22948845,0.723360324,0.002434517,0.003751663,0.920785984,0.107140064,2.749758541,0.072750945
04/01/2015 16:30,0.906050819,16.22143065,0.718444226,0.001761045,0.004429487,0.939703688,0.106950051,4.496084722,0.138962907
04/01/2015 17:00,0.905457185,12.41012121,0.723195645,0.004578172,0.003160164,0.934807792,0.106623592,2.871822136,0.121827273
04/01/2015 17:30,0.908628707,17.62688662,0.716737492,0.001195531,0.002018066,0.943011412,0.106182878,5.116878608,0.150539941
04/01/2015 18:00,0.917430634,11.07117842,0.727219439,0.002434012,0.005,0.933287262,0.105629459,2.269312808,0.116505418
04/01/2015 18:30,0.91214338,14.04310188,0.721204075,0.00311391,0.002616931,0.942631981,0.104949595,3.577855103,0.149211934
04/01/2015 19:00,0.939980999,17.60251688,0.716906967,0.00425984,0.005,0.922892429,0.104370701,5.031025255,0.080123502
04/01/2015 19:30,0.915062067,9.554704427,0.732979581,0.003388621,0.003794324,0.929251199,0.103661598,1.583105319,0.102379196
04/01/2015 20:00,0.920916127,12.75882656,0.724607048,0.003782438,0.004773501,0.94043956,0.10292775,2.990636908,0.141538461
04/01/2015 20:30,0.924902031,16.24184852,0.719525334,0.003973629,0.002439783,0.920050725,0.102235744,4.401333407,0.070177537
04/01/2015 21:00,0.973743466,13.58594085,0.725472752,0.001443994,0.002521671,0.928688843,0.10127964,3.241487505,0.10041095
04/01/2015 21:30,0.927904058,7.955442871,0.744769315,0.00319994,0.005,0.928877801,0.100119079,0.827383783,0.101072304
04/01/2015 22:00,0.907440259,11.51484954,0.729071654,0.003240621,0.002574889,0.92705014,0.098908296,2.373677599,0.094675491
04/01/2015 22:30,0.930106659,14.94120199,0.722296834,0.004621945,0.002046364,0.929091063,0.097789241,3.846297853,0.101818719
04/01/2015 23:00,0.929873294,16.05617852,0.720929798,0.003037038,0.00379135,0.921645972,0.096739562,4.291069238,0.075760903
04/01/2015 23:30,0.960231802,20.87528871,0.716052438,0.002949789,0.001938318,0.945146145,0.095679076,6.436018858,0.158011509
05/01/2015 00:00,0.909426502,20.88323836,0.715606424,0.001772885,0.002067824,0.918842005,0.094757995,6.365283972,0.065947016
05/01/2015 00:30,0.911244528,10.6458048,0.730554042,0.00244366,0.003500792,0.933172952,0.093844912,2.042535011,0.116105332
05/01/2015 01:00,0.926521694,13.61356134,0.724624676,0.003061181,0.004946569,0.915238579,0.093033485,3.226825506,0.053335025
05/01/2015 01:30,0.910363081,14.04536522,0.722773296,0.003293483,0.002708119,0.941178471,0.092484559,3.531360627,0.144124649
05/01/2015 02:00,0.933909138,19.30507958,0.716792241,0.005,0.001163308,0.914358582,0.092037596,5.677776662,0.050255038
05/01/2015 02:30,0.919222063,22.97879836,0.713968286,0.002994125,0.004042131,0.940731557,0.091755107,7.348382621,0.142560451
05/01/2015 03:00,0.905080856,25.44448594,0.712654723,0.002163415,0.00150319,0.943453499,0.091593877,8.411407256,0.152087245
05/01/2015 03:30,0.911296054,20.41640701,0.716032521,0.003557812,0.001,0.928687458,0.091528233,6.197238954,0.100406102
05/01/2015 04:00,0.913593804,13.75518157,0.724036083,0.003136716,0.003224467,0.924417296,0.091384192,3.328201722,0.085460537
05/01/2015 04:30,0.919373123,16.55926365,0.718691367,0.00179473,0.00280588,0.936997494,0.091343434,4.61108267,0.12949123
05/01/2015 05:00,0.91916811,21.17091956,0.714465591,0.002003693,0.003096496,0.936232189,0.09121541,6.587718378,0.126812663
05/01/2015 05:30,0.922137554,21.91623815,0.713907836,0.001328036,0.004009467,0.93903787,0.091030859,6.919368473,0.136632544
05/01/2015 06:00,0.921170039,10.81892417,0.728140609,0.002821014,0.002963507,0.924871776,0.09117522,2.126416822,0.087051216
05/01/2015 06:30,0.917621906,10.68234026,0.729562389,0.00436094,0.004008049,0.926336953,0.0916212,2.051959358,0.092179336
05/01/2015 07:00,0.894947549,12.65757522,0.724929288,0.0008,0.003907835,0.945514579,0.091988188,2.962153233,0.159301025
05/01/2015 07:30,0.90780419,11.51152302,0.727900133,0.001814748,0.002434337,0.929081624,0.092327041,2.404963749,0.101785685
05/01/2015 08:00,0.924945173,16.7703694,0.7193045,0.001183335,0.002443072,0.922742637,0.092638886,4.623930912,0.07959923
05/01/2015 08:30,0.913428356,8.730563873,0.738084669,0.003076506,0.003997464,0.924428843,0.093034628,1.183612348,0.085500951
05/01/2015 09:00,0.913311665,6.936046941,0.748170084,0.002498443,0.005,0.93653709,0.093391048,0.462514886,0.127879816
05/01/2015 09:30,0.900500798,8.779237179,0.738567036,0.004789751,0.002399755,0.946669926,0.093932936,1.270959741,0.16334474
05/01/2015 10:00,0.937151614,11.3734323,0.727983174,0.001701517,0.003071927,0.923085803,0.094387883,2.330575678,0.080800311
05/01/2015 10:30,0.936885551,9.214529811,0.735537659,0.001367809,0.003797492,0.926975147,0.094526017,1.407494402,0.094413013
05/01/2015 11:00,0.9221318,13.56390697,0.723833701,0.005,0.002603969,0.925391218,0.094612301,3.263944681,0.088869264
05/01/2015 11:30,0.914308714,15.78575943,0.721007703,0.003037546,0.004594403,0.922368345,0.094729627,4.186553054,0.078289207
05/01/2015 12:00,0.909621785,20.01411346,0.71675513,0.002398987,0.002339127,0.930784111,0.094834598,6.016854106,0.107744388
05/01/2015 12:30,0.974002557,25.04492523,0.71386994,0.004871015,0.002806056,0.943016616,0.094724215,8.188949685,0.150558155
05/01/2015 13:00,0.928818485,14.48880748,0.72479495,0.002466564,0.003020456,0.922860829,0.094566856,3.581421237,0.0800129
05/01/2015 13:30,0.918787652,16.70225293,0.721754947,0.003386483,0.002760115,0.922456776,0.094460928,4.517514402,0.078598715
05/01/2015 14:00,0.90708754,17.51255786,0.721041475,0.004127225,0.001784534,0.93451696,0.094555426,4.896116309,0.120809359
05/01/2015 14:30,0.923720692,15.11056538,0.724208994,0.005,0.001,0.935491849,0.094806884,3.878579775,0.124221473
05/01/2015 15:00,0.923268664,18.97569879,0.718472465,0.001747523,0.00200689,0.927523656,0.095047086,5.531804542,0.096332796
05/01/2015 15:30,0.984774772,9.329004931,0.737946196,0.002729956,0.001281882,0.93475855,0.095278002,1.434499735,0.121654926
05/01/2015 16:00,0.91650293,12.05282963,0.729207293,0.003015871,0.0028807,0.945696826,0.095621945,2.635783274,0.15993889
05/01/2015 16:30,0.920361339,15.56416451,0.722191388,0.001769491,0.002204387,0.924187734,0.095911728,4.071794303,0.08465707
05/01/2015 17:00,0.932522348,16.99059256,0.719545535,0.003450102,0.002661953,0.927046257,0.096269455,4.717019082,0.0946619
05/01/2015 17:30,0.926681259,15.86755688,0.720696187,0.002251699,0.002452972,0.930196853,0.096482259,4.255116736,0.105688986
05/01/2015 18:00,0.989158254,19.17688509,0.717277563,0.002816489,0.002624054,0.934536358,0.096749285,5.67964665,0.120877253
05/01/2015 18:30,0.8948046,15.42045782,0.720895232,0.0008,0.003765433,0.932800928,0.096891399,4.085051218,0.114803247
05/01/2015 19:00,0.97080219,15.43237674,0.720120185,0.004273493,0.00248861,0.945871071,0.097114788,4.158451386,0.160548749
05/01/2015 19:30,0.90508382,19.91181267,0.715243588,0.002124423,0.001912069,0.921886183,0.097269264,6.003993695,0.076601641
05/01/2015 20:00,0.905579415,18.08709289,0.716926654,0.003108045,0.001205605,0.924401316,0.097462418,5.226963477,0.085404605
