Date,Ore_size,Fe2O3,Al2O3,S,CaO,C,Abrasion,K2Cr2O7,MgO,SiO2,Porosity
01/01/2015 11:00,31,0.577257616,0.021258098,0.028429486,0.014803175,0.002354734,0.007696768,0.00385898,0.005,0.147836459,0.164800537
01/01/2015 11:30,30,0.604278154,0.005,0.030380619,0.001,0.003104188,0.310859352,0.00369343,0.003917803,0.057493166,0.1906992
01/01/2015 12:00,22,0.664432341,0.032371757,0.045868153,0.005069012,0.003361141,0.264740279,0.004366989,0.003604633,0.092706003,0.159554328
01/01/2015 12:30,28,0.543966998,0.025622208,0.025384588,0.015707364,0.002959308,0.261805079,0.003944477,0.002300031,0.080741927,0.181322333
01/01/2015 13:00,24,0.617529142,0.014299917,0.01479496,0.004284003,0.002335679,0.328379818,0.002,0.003860316,0.095952908,0.146609062
01/01/2015 13:30,28,0.624922792,0.032214313,0.031231262,0.011468594,0.002857891,0.254274648,0.002830042,0.003274105,0.086076516,0.142046829
01/01/2015 14:00,23,0.538599742,0.032497166,0.026236066,0.008288008,0.003797194,0.071461669,0.004295401,0.003245446,0.074263235,0.164821507
01/01/2015 14:30,27,0.663306826,0.031554067,0.038863503,0.016000759,0.005,0.271666602,0.003442233,0.002578912,0.085398772,0.147554172
01/01/2015 15:00,34,0.581343703,0.005,0.042339394,0.007518329,0.002656241,0.024171862,0.003340378,0.003956907,0.128226123,0.088125806
01/01/2015 15:30,24,0.632934056,0.012925857,0.027244021,0.016006757,0.002400816,0.313468808,0.003245338,0.002904898,0.044134239,0.182430084
01/01/2015 16:00,27,0.536058893,0.030151134,0.024673568,0.019252882,0.004497089,0.242834493,0.00247894,0.003753627,0.097782014,0.071474519
01/01/2015 16:30,20,0.595007441,0.005,0.031495651,0.012705257,0.003388028,0.153282214,0.003160385,0.003622189,0.15,0.170969263
01/01/2015 17:00,24,0.628526861,0.05,0.029398964,0.008188201,0.004583245,0.060407142,0.003309585,0.004625437,0.067502082,0.178947714
01/01/2015 17:30,32,0.689263195,0.039758233,0.031604137,0.007036727,0.002629688,0.180344098,0.003046467,0.004115659,0.080512773,0.138578419
01/01/2015 18:00,29,0.670429355,0.018777515,0.032991282,0.006620393,0.002214294,0.455891961,0.004845308,0.002920653,0.088359762,0.223476452
01/01/2015 18:30,33,0.67036748,0.022580499,0.034928521,0.015505664,0.00166713,0.008938233,0.003720503,0.003863002,0.15,0.183453354
01/01/2015 19:00,32,0.730156204,0.048187351,0.031083558,0.00920264,0.003197912,0.115126622,0.002928896,0.003243009,0.067879652,0.119659644
01/01/2015 19:30,35,0.683531843,0.034442787,0.046070678,0.003010939,0.004768287,0.264902181,0.003505995,0.004926575,0.097894326,0.143781691
01/01/2015 20:00,21,0.639616928,0.041190665,0.020676382,0.002695551,0.004061341,0.210622045,0.002580207,0.004587334,0.098869879,0.126982729
01/01/2015 20:30,29,0.5,0.035339488,0.030177782,0.012968946,0.003350649,0.202745985,0.003613856,0.004142583,0.106027878,0.166666667
01/01/2015 21:00,17,0.5,0.017690471,0.049621882,0.00681008,0.003342723,0.060857085,0.005,0.002842657,0.088032989,0.066666667
01/01/2015 21:30,24,0.656866797,0.039436824,0.018428551,0.005801064,0.002656034,0.11325661,0.002,0.002831386,0.136472725,0.218955599
01/01/2015 22:00,30,0.678821424,0.040616608,0.016913882,0.012899977,0.003497301,0.391216554,0.004367413,0.003440422,0.069453312,0.125583575
01/01/2015 22:30,33,0.5,0.031535295,0.036084244,0.02,0.002885037,0.287555663,0.004321235,0.003638309,0.106661046,0.139490163
01/01/2015 23:00,20,0.75,0.01349185,0.030706873,0.015783874,0.001373483,0.306698143,0.002807974,0.004355504,0.117567742,0.140149822
01/01/2015 23:30,16,0.545433115,0.044642603,0.02548747,0.001,0.002092569,0.163925168,0.002715825,0.002369293,0.128383748,0.13098793
02/01/2015 00:00,20,0.501496658,0.040918826,0.024842622,0.011455441,0.002553785,0.053108259,0.00321821,0.004402685,0.077640872,0.1272765
02/01/2015 00:30,25,0.705489916,0.024270848,0.034613231,0.011880018,0.002414401,0.299160416,0.005,0.004455074,0.128258376,0.174399529
02/01/2015 01:00,19,0.5,0.031413239,0.035096414,0.005116573,0.003242726,0.26063205,0.00434019,0.004043216,0.10754204,0.145618999
02/01/2015 01:30,13,0.617494094,0.027042825,0.03831141,0.008733924,0.001,0.024644993,0.003162324,0.00416805,0.056850081,0.179209759
02/01/2015 02:00,18,0.696879415,0.00769724,0.008,0.018911578,0.003064802,0.134834085,0.003526803,0.003528736,0.112284854,0.178104619
02/01/2015 02:30,25,0.681123852,0.005,0.026611668,0.011673967,0.003102636,0.139702144,0.002039331,0.003866395,0.077193825,0.120286472
02/01/2015 03:00,18,0.611404851,0.0203643,0.021506607,0.012051681,0.001464429,0.227781524,0.002899895,0.003898607,0.063326469,0.203415643
02/01/2015 03:30,20,0.650200443,0.05,0.023681591,0.006603658,0.001267166,0.377929281,0.003248168,0.002535415,0.134981567,0.134748402
02/01/2015 04:00,25,0.675930509,0.022247786,0.032376971,0.019271414,0.001267754,0.281458862,0.003509989,0.003235444,0.0749033,0.113527189
02/01/2015 04:30,18,0.559289199,0.05,0.034762634,0.019401991,0.00157696,0.118462056,0.002726686,0.00419853,0.072610268,0.186429733
02/01/2015 05:00,25,0.75,0.047996258,0.037888877,0.006830844,0.002717374,0.093258253,0.003036224,0.003163039,0.08864102,0.231048828
02/01/2015 05:30,32,0.599512087,0.028909084,0.03943232,0.003290389,0.001,0.286728205,0.002765002,0.003234594,0.099592607,0.174518266
02/01/2015 06:00,25,0.587525744,0.026755229,0.02261233,0.008491328,0.00350941,0.115936681,0.004803608,0.003300017,0.109670947,0.195841915
02/01/2015 06:30,19,0.5,0.023025867,0.044930486,0.006272275,0.003177973,0.209496224,0.002170077,0.004527284,0.15,0.092892945
02/01/2015 07:00,25,0.598575609,0.039198167,0.008,0.012971413,0.003056983,0.064969853,0.003987745,0.002703414,0.099986508,0.191270658
02/01/2015 07:30,16,0.530837254,0.045495481,0.022980137,0.002180981,0.005,0.360969333,0.002,0.003245661,0.124931277,0.100061976
02/01/2015 08:00,10,0.625772758,0.03022187,0.023853306,0.008904784,0.003287148,0.425525475,0.003491232,0.003119512,0.039256151,0.130168951
02/01/2015 08:30,14,0.665496214,0.040946903,0.026266435,0.0107207,0.003839386,0.287766725,0.00372684,0.00284874,0.120380013,0.140962888
02/01/2015 09:00,18,0.568815145,0.029713257,0.024227794,0.013687437,0.004019897,0.235030498,0.002794119,0.004001677,0.043995177,0.133596053
02/01/2015 09:30,23,0.611174517,0.05,0.026346775,0.01345818,0.00150405,0.008148994,0.004017175,0.002131169,0.090629503,0.081489936
02/01/2015 10:00,20,0.659620333,0.03667784,0.042163508,0.016993363,0.002233647,0.379056114,0.005,0.002767587,0.109673535,0.185768662
02/01/2015 10:30,25,0.512604505,0.02243972,0.008,0.02,0.004625633,0.205245656,0.003188125,0.004071261,0.128448388,0.141522236
02/01/2015 11:00,32,0.632621009,0.035511547,0.021258383,0.007662419,0.005,0.091387732,0.003696542,0.002,0.084950942,0.155071173
02/01/2015 11:30,29,0.624390317,0.044071284,0.030618382,0.009531067,0.003324574,0.219052186,0.003817293,0.003892208,0.03,0.18122747
02/01/2015 12:00,26,0.589552418,0.036191868,0.036654909,0.00422558,0.001384839,0.212965126,0.004109141,0.003098696,0.099874144,0.169417603
02/01/2015 12:30,30,0.5,0.025907916,0.042538708,0.005566113,0.00185716,0.006666667,0.002447273,0.003350156,0.03,0.141523287
02/01/2015 13:00,38,0.557317665,0.030728922,0.008,0.014492383,0.001697462,0.007430902,0.00358284,0.003290341,0.112645416,0.138482301
02/01/2015 13:30,34,0.73485346,0.03398529,0.011756835,0.01514706,0.001940983,0.413210033,0.00371577,0.004119938,0.112636829,0.124004308
02/01/2015 14:00,33,0.600651379,0.02970508,0.033846793,0.008473657,0.003411652,0.316896729,0.002759425,0.003754235,0.06371524,0.135860051
02/01/2015 14:30,20,0.550820115,0.031035791,0.008,0.003255255,0.004899121,0.334610859,0.003548635,0.002845683,0.03,0.139408299
02/01/2015 15:00,24,0.595446114,0.034301583,0.027386968,0.017898345,0.004038065,0.069396435,0.002361435,0.002486544,0.098619394,0.156523377
02/01/2015 15:30,31,0.631067992,0.044275919,0.031112747,0.017473656,0.003017424,0.036252005,0.003178676,0.003247006,0.077544683,0.106719492
02/01/2015 16:00,26,0.518202021,0.005,0.030450811,0.016729987,0.002858038,0.110401197,0.004986152,0.002821541,0.13290131,0.116307133
02/01/2015 16:30,22,0.661687715,0.048698195,0.038701546,0.01073718,0.002858115,0.307700484,0.004186625,0.003922703,0.041220708,0.116247061
02/01/2015 17:00,15,0.547570643,0.013604552,0.038752332,0.005941224,0.002584628,0.127936298,0.003934195,0.004103604,0.099333115,0.142720003
02/01/2015 17:30,17,0.540806335,0.01258232,0.035286495,0.006615773,0.001027011,0.007210751,0.003393601,0.005,0.058558768,0.154085172
02/01/2015 18:00,23,0.643875339,0.041282093,0.008731095,0.015839116,0.002936791,0.208262972,0.003384673,0.003502394,0.03,0.146419033
02/01/2015 18:30,18,0.518110194,0.026822316,0.05,0.010728373,0.002305677,0.077388022,0.003687902,0.00326637,0.104322402,0.069081359
02/01/2015 19:00,15,0.721773238,0.031621424,0.043173447,0.011756131,0.002856984,0.481853952,0.002,0.002467588,0.15,0.171841435
02/01/2015 19:30,21,0.580078659,0.025792582,0.043530804,0.012312582,0.005,0.188053857,0.003056374,0.003543511,0.053811196,0.193359553
02/01/2015 20:00,25,0.638154071,0.005,0.013825393,0.011053498,0.001,0.185523877,0.002907913,0.003833868,0.099935966,0.134350655
02/01/2015 20:30,16,0.558278528,0.022992063,0.037727537,0.009956319,0.001,0.26031121,0.003424638,0.002144551,0.135956842,0.153976291
02/01/2015 21:00,15,0.680187083,0.019964439,0.036250411,0.009179624,0.003345182,0.143535352,0.00257804,0.003087278,0.058700262,0.147623012
02/01/2015 21:30,17,0.535827823,0.035298256,0.014274732,0.019498893,0.001688313,0.318122937,0.002594028,0.002905969,0.128802184,0.13041275
02/01/2015 22:00,18,0.560516286,0.035267575,0.049235973,0.02,0.003792729,0.258503753,0.004148962,0.002283485,0.070493174,0.101426979
02/01/2015 22:30,16,0.508720761,0.028057421,0.030025287,0.005054075,0.004113452,0.210901859,0.002653751,0.003722131,0.072697946,0.113567308
02/01/2015 23:00,10,0.654758974,0.01496719,0.027993367,0.007073334,0.002643109,0.285986824,0.00385578,0.002865824,0.090774944,0.210081749
02/01/2015 23:30,14,0.691366312,0.0290014,0.02285748,0.004524343,0.004712651,0.166495621,0.003505382,0.003893539,0.15,0.162949352
03/01/2015 00:00,15,0.640996613,0.025790778,0.031597912,0.011960409,0.002619329,0.295221988,0.002718572,0.002,0.15,0.085466215
03/01/2015 00:30,21,0.662817382,0.05,0.020733322,0.008103799,0.003517912,0.45071582,0.003742132,0.005,0.119290383,0.088375651
03/01/2015 01:00,28,0.75,0.033343038,0.00861929,0.02,0.001,0.402951894,0.004034375,0.003284126,0.041189478,0.224444171
03/01/2015 01:30,27,0.571281778,0.036899348,0.013418745,0.01035049,0.004005848,0.179548455,0.00319477,0.003209529,0.078876614,0.190427259
03/01/2015 02:00,31,0.5,0.025784833,0.05,0.005351214,0.004021621,0.121644811,0.003866436,0.003343867,0.141106248,0.144456585
03/01/2015 02:30,27,0.660421731,0.04192392,0.023270682,0.017663652,0.002883661,0.255848175,0.003564953,0.003288647,0.089857201,0.149450999
03/01/2015 03:00,25,0.75,0.005,0.038292889,0.012020604,0.002670171,0.177236558,0.002660737,0.003691735,0.102167062,0.204637758
03/01/2015 03:30,21,0.570709898,0.040522754,0.043308327,0.02,0.001963149,0.199762836,0.003006948,0.003435953,0.08288581,0.109238758
03/01/2015 04:00,26,0.697028079,0.026388845,0.040105985,0.013206581,0.004259149,0.404375272,0.004333624,0.002866119,0.08854505,0.092937077
03/01/2015 04:30,21,0.506488409,0.00844633,0.015798661,0.009792599,0.002052844,0.335616803,0.002943828,0.002,0.105850814,0.147174855
03/01/2015 05:00,21,0.503702984,0.027654924,0.031774495,0.00522375,0.003377589,0.00671604,0.004226754,0.003623009,0.101247882,0.082967308
03/01/2015 05:30,21,0.616118492,0.008019734,0.024239718,0.007665343,0.004637018,0.044521907,0.004958161,0.002999454,0.083958261,0.119133839
03/01/2015 06:00,22,0.647477623,0.027862048,0.036480124,0.004668813,0.004052831,0.270107352,0.003820451,0.003811789,0.08662815,0.103034475
03/01/2015 06:30,20,0.655683228,0.005,0.043542089,0.004566126,0.00295587,0.393698948,0.005,0.002969595,0.07693283,0.205589898
03/01/2015 07:00,25,0.639606638,0.014900118,0.043714815,0.01264083,0.002886888,0.008528089,0.003677754,0.004062654,0.065475665,0.085280885
03/01/2015 07:30,25,0.579608277,0.044217805,0.03695572,0.009326383,0.001,0.162068864,0.003866915,0.003364253,0.084008028,0.077281104
03/01/2015 08:00,13,0.539976749,0.019142445,0.04597047,0.004179771,0.002754584,0.230185598,0.002139947,0.004337194,0.091508855,0.17999225
03/01/2015 08:30,19,0.556163553,0.025582171,0.042804959,0.005309962,0.003017288,0.152768907,0.003291724,0.002877064,0.047788301,0.143870703
03/01/2015 09:00,11,0.509193305,0.027005904,0.028054854,0.019434311,0.003934631,0.14899436,0.002034195,0.002083452,0.135091676,0.121076966
03/01/2015 09:30,10,0.61174128,0.019840821,0.013640218,0.015375433,0.002021335,0.188239918,0.004601775,0.003018432,0.15,0.149435238
03/01/2015 10:00,13,0.627179945,0.038480841,0.041486886,0.004910271,0.001,0.163869275,0.003075296,0.002513054,0.094800218,0.141681706
03/01/2015 10:30,19,0.5,0.031753206,0.03858275,0.013667935,0.004786621,0.228776347,0.003443117,0.003519553,0.03,0.150394449
03/01/2015 11:00,25,0.640023644,0.026230781,0.037836794,0.013749755,0.004075791,0.197219392,0.002289227,0.00352039,0.093932625,0.144169995
03/01/2015 11:30,18,0.584078106,0.021382756,0.03739774,0.010372614,0.003747675,0.254204965,0.00347531,0.003270071,0.079656455,0.145962993
03/01/2015 12:00,18,0.718115644,0.017089182,0.030513097,0.002049925,0.001942391,0.108470099,0.002284678,0.003551007,0.066101195,0.201546792
03/01/2015 12:30,23,0.606505364,0.048500924,0.028243019,0.009029614,0.002897962,0.157148447,0.002538692,0.002759651,0.096675008,0.096858709
03/01/2015 13:00,24,0.543865624,0.026179527,0.015153932,0.009441571,0.002315847,0.148698232,0.003288669,0.003618563,0.082284707,0.096391954
03/01/2015 13:30,30,0.645550093,0.023360409,0.034212029,0.013517268,0.002566749,0.336640152,0.003307772,0.003323685,0.15,0.183405891
03/01/2015 14:00,16,0.510536803,0.039307322,0.021223916,0.004806072,0.003897416,0.270393483,0.003711842,0.004273573,0.102008363,0.119818814
03/01/2015 14:30,21,0.5,0.03157958,0.015114355,0.001,0.003129909,0.216610021,0.002383157,0.002453647,0.074443034,0.104389561
03/01/2015 15:00,28,0.699037028,0.05,0.009511317,0.008320627,0.00277661,0.186378698,0.003433838,0.002,0.125186968,0.225648669
03/01/2015 15:30,28,0.56255555,0.042003301,0.036435813,0.010416567,0.003081956,0.066128791,0.005,0.002711053,0.10736014,0.075007407
03/01/2015 16:00,17,0.60052199,0.015216709,0.024478242,0.005801169,0.002099508,0.344535956,0.003949451,0.004381653,0.075269193,0.084411449
03/01/2015 16:30,22,0.627865204,0.032675096,0.027335762,0.014563273,0.001595819,0.275157919,0.002396363,0.003863225,0.044785924,0.172418549
03/01/2015 17:00,28,0.598201802,0.005,0.043318657,0.003522114,0.001912651,0.191418892,0.004180434,0.002345056,0.095633988,0.114901336
03/01/2015 17:30,31,0.633999978,0.032294087,0.05,0.018337434,0.002542539,0.059371777,0.003351136,0.003031753,0.10869243,0.10527669
03/01/2015 18:00,29,0.684028706,0.005,0.015535393,0.003024459,0.001861126,0.009120383,0.005,0.003813459,0.128520372,0.133366914
03/01/2015 18:30,19,0.524462081,0.037510155,0.020700475,0.013086401,0.002203243,0.193285362,0.002580444,0.004349271,0.072898222,0.083265706
03/01/2015 19:00,27,0.636255113,0.038662194,0.045775985,0.009550284,0.004067516,0.328909376,0.002649066,0.003097318,0.082889857,0.101380127
03/01/2015 19:30,33,0.531735253,0.04173068,0.025264673,0.02,0.003215293,0.181219069,0.003655637,0.002508578,0.132615539,0.102966042
03/01/2015 20:00,15,0.504818888,0.028439464,0.05,0.012096136,0.004072948,0.006730919,0.003959491,0.004017292,0.128856278,0.133000337
03/01/2015 20:30,11,0.596141265,0.027102698,0.05,0.008042973,0.001739688,0.00794855,0.002544788,0.002906674,0.105409898,0.171378761
03/01/2015 21:00,9,0.66007648,0.020105276,0.008,0.012262796,0.001815542,0.00880102,0.002955727,0.002911045,0.11525926,0.186932266
03/01/2015 21:30,15,0.712684406,0.025897276,0.023066404,0.009817841,0.002483399,0.455564392,0.003629884,0.003435306,0.116991209,0.237561469
03/01/2015 22:00,11,0.676560619,0.040104116,0.017503848,0.010117135,0.004842384,0.365953897,0.003259643,0.004174809,0.135242437,0.158618218
03/01/2015 22:30,16,0.631756037,0.031550169,0.035267343,0.009072599,0.002369599,0.272981583,0.00360423,0.003244412,0.080479373,0.161415324
03/01/2015 23:00,23,0.604987518,0.023382274,0.022203442,0.001843107,0.001427215,0.044415757,0.002472172,0.002,0.085900667,0.183687263
03/01/2015 23:30,27,0.740381126,0.030490315,0.043414869,0.007609037,0.00107346,0.278708717,0.004236609,0.0021588,0.141947547,0.142061776
04/01/2015 00:00,15,0.616718128,0.01139223,0.025056273,0.00789483,0.002056629,0.266109722,0.003335873,0.003169294,0.127278485,0.191985078
04/01/2015 00:30,20,0.5,0.026520379,0.045771247,0.011219718,0.005,0.148617379,0.003603214,0.00288525,0.063663883,0.166666667
04/01/2015 01:00,21,0.75,0.041748877,0.008,0.009935157,0.002410511,0.203931131,0.00364531,0.003397911,0.054441769,0.204313872
04/01/2015 01:30,20,0.734707038,0.037326365,0.023271653,0.004751344,0.001691085,0.009796094,0.002236031,0.004918205,0.09699248,0.145074147
04/01/2015 02:00,23,0.552850806,0.006397396,0.028581087,0.008034016,0.002977955,0.238898644,0.003199779,0.003743734,0.074317399,0.073713441
04/01/2015 02:30,13,0.675461731,0.030813511,0.025203472,0.015541633,0.003586561,0.156730013,0.002118196,0.004811669,0.146641917,0.109671866
04/01/2015 03:00,20,0.595040828,0.014337852,0.0275083,0.01394438,0.00266312,0.368489195,0.005,0.003440134,0.132666401,0.174377538
04/01/2015 03:30,22,0.644406089,0.019187655,0.012523983,0.015463188,0.003691447,0.201205568,0.004234054,0.004022446,0.132957351,0.190806478
04/01/2015 04:00,14,0.530462229,0.032042254,0.018631434,0.014060638,0.001520975,0.167198928,0.002703725,0.00246027,0.03,0.176820743
04/01/2015 04:30,21,0.563409445,0.012659478,0.036971582,0.009505885,0.004182033,0.24881773,0.002345655,0.005,0.061972452,0.124861652
04/01/2015 05:00,18,0.675008139,0.009143938,0.031880961,0.012779699,0.005,0.283233381,0.004190785,0.004227666,0.059030705,0.20816307
04/01/2015 05:30,19,0.599412237,0.005,0.05,0.016507773,0.001898784,0.407600321,0.002986593,0.004849112,0.072702958,0.079921632
04/01/2015 06:00,25,0.681769568,0.026516863,0.017972555,0.011621187,0.002808197,0.406253045,0.004290637,0.003958606,0.079664863,0.090902609
04/01/2015 06:30,22,0.712438217,0.019537657,0.027298533,0.00813829,0.003042045,0.363372999,0.003711981,0.003716284,0.103500954,0.120244537
04/01/2015 07:00,17,0.683260836,0.015969776,0.015948913,0.003058252,0.002164988,0.137169449,0.003191238,0.003451498,0.108901644,0.12660878
04/01/2015 07:30,21,0.637620959,0.01112988,0.044218073,0.017216688,0.003695955,0.325332111,0.002610646,0.002104651,0.084140038,0.135223324
04/01/2015 08:00,28,0.632561351,0.04209153,0.022021708,0.012969366,0.004482581,0.181716579,0.003977123,0.003799307,0.031803468,0.146197444
04/01/2015 08:30,28,0.740852268,0.015077647,0.016365434,0.008336371,0.004179582,0.309946746,0.004129914,0.002678204,0.0965468,0.130669658
04/01/2015 09:00,25,0.681865564,0.005,0.042292794,0.003638265,0.001,0.234114488,0.002841914,0.003707032,0.10665616,0.179206107
04/01/2015 09:30,12,0.605428131,0.031547302,0.037163079,0.02,0.001,0.118496772,0.00380679,0.00418573,0.067537534,0.15606598
04/01/2015 10:00,17,0.601680017,0.0234551,0.023806934,0.01308458,0.004349239,0.224168343,0.002775595,0.00329139,0.080094426,0.170942773
04/01/2015 10:30,22,0.607792304,0.014548452,0.023219299,0.008397289,0.002646295,0.154868837,0.00333321,0.003391459,0.116397393,0.138969562
04/01/2015 11:00,28,0.61645521,0.012615448,0.026849435,0.009549972,0.001977163,0.096269772,0.003636648,0.002410186,0.088100469,0.132732887
04/01/2015 11:30,21,0.644952386,0.016408539,0.045331381,0.009202799,0.00265453,0.285834007,0.002219375,0.003217779,0.109303538,0.115481445
04/01/2015 12:00,21,0.688981884,0.040907784,0.042104625,0.007321538,0.002694979,0.335439848,0.002316223,0.004044466,0.103011341,0.153788365
04/01/2015 12:30,11,0.75,0.010319013,0.02757121,0.001476434,0.005,0.292752537,0.002,0.003697695,0.044503642,0.19303199
04/01/2015 13:00,15,0.75,0.0315549,0.02232265,0.007512845,0.002289242,0.156317958,0.004232897,0.003710266,0.101655006,0.224720559
04/01/2015 13:30,17,0.559047426,0.05,0.025211975,0.006169923,0.003772395,0.036329506,0.002882109,0.003414152,0.09789799,0.183496689
04/01/2015 14:00,21,0.661497555,0.044624153,0.034494766,0.005185936,0.001036134,0.164838236,0.003751284,0.003241446,0.092180847,0.218315583
04/01/2015 14:30,27,0.564067209,0.011153571,0.031127602,0.016595208,0.005,0.044629517,0.003425548,0.003156769,0.044826968,0.075208961
04/01/2015 15:00,23,0.75,0.009020707,0.028365922,0.011181868,0.003565434,0.074764656,0.003886573,0.003344081,0.101501002,0.25
04/01/2015 15:30,15,0.566345981,0.034800364,0.04243733,0.015603865,0.001,0.126692522,0.002668975,0.002906391,0.081139927,0.165421587
04/01/2015 16:00,18,0.695008765,0.022357088,0.045982485,0.004672919,0.003908927,0.406294269,0.004479018,0.002701044,0.093466661,0.189957648
04/01/2015 16:30,18,0.555485712,0.029429624,0.019620346,0.010674604,0.002825456,0.208950367,0.004456134,0.003302037,0.15,0.145402126
04/01/2015 17:00,15,0.628428859,0.011944361,0.046791598,0.019073495,0.0023553,0.320237769,0.003149679,0.003945484,0.035150304,0.14976926
04/01/2015 17:30,19,0.630270902,0.029294825,0.028793927,0.007393301,0.001,0.166683723,0.00227073,0.004680033,0.061107773,0.166928532
04/01/2015 18:00,14,0.58851416,0.005,0.043489465,0.003713288,0.001673509,0.234962138,0.003504672,0.004399671,0.047217996,0.149057415
04/01/2015 18:30,19,0.62667123,0.014042408,0.037220174,0.009785991,0.002753218,0.061287284,0.004297306,0.002317025,0.09416099,0.11185894
04/01/2015 19:00,23,0.5,0.020547014,0.020905255,0.001736577,0.001544495,0.308159635,0.004882582,0.003596925,0.115486644,0.126423137
04/01/2015 19:30,19,0.75,0.029027446,0.023154728,0.005248659,0.004271194,0.371214056,0.00369812,0.003098252,0.114858485,0.145836239
04/01/2015 20:00,25,0.5,0.020703217,0.030603678,0.008175556,0.002871122,0.179178167,0.002200776,0.004037684,0.147179162,0.12459684
04/01/2015 20:30,29,0.620343116,0.017484293,0.043286564,0.008890204,0.004743726,0.089680052,0.004755922,0.0032636,0.047608321,0.089553538
04/01/2015 21:00,13,0.606248309,0.019001735,0.047145611,0.007444746,0.002418623,0.243222096,0.00222704,0.003089717,0.074597705,0.16255536
04/01/2015 21:30,21,0.68165557,0.028496371,0.027956753,0.013294995,0.004477187,0.463525788,0.002345186,0.003390527,0.125062818,0.11522309
04/01/2015 22:00,18,0.633031177,0.034976006,0.031263939,0.008061909,0.003513516,0.258769848,0.004264917,0.002569565,0.100382204,0.118861238
04/01/2015 22:30,14,0.516383258,0.023140116,0.046312172,0.013021459,0.002633284,0.039962132,0.002,0.003219216,0.083649141,0.120845442
04/01/2015 23:00,15,0.58590322,0.019064251,0.008,0.017972553,0.004161553,0.238828041,0.004603989,0.003064177,0.087390717,0.084704148
04/01/2015 23:30,23,0.700326646,0.041229344,0.032446723,0.013906737,0.003399364,0.228752605,0.002,0.002,0.050323109,0.170859189
05/01/2015 00:00,24,0.606302652,0.033419029,0.026263925,0.014585648,0.002745021,0.123664288,0.002,0.003540598,0.044747055,0.111405797
05/01/2015 00:30,13,0.655702152,0.023957215,0.029316344,0.010018021,0.002409686,0.008742695,0.004633912,0.004257873,0.083701216,0.180701428
